avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,total_hours_per_day,active_hours,rest_sleep_ratio,exercise_share,gender_Male,occupation_type_Consultant,occupation_type_Driver,occupation_type_Engineer,occupation_type_Entrepreneur,occupation_type_Freelancer,occupation_type_Healthcare Worker,occupation_type_Manager,occupation_type_Manual Laborer,occupation_type_Office Worker,occupation_type_Retail Worker,occupation_type_Scientist,occupation_type_Teacher,occupation_type_Technician,age_at_death
12.14,1.0,8.04,2.82,24.0,14.96,0.12437809398282415,0.18850266119634618,True,False,False,False,False,False,False,True,False,False,False,False,False,False,88
13.17,3.12,6.39,1.32,24.0,14.49,0.4882628343876629,0.09109730220170448,True,False,False,False,False,False,False,True,False,False,False,False,False,False,80
4.16,9.88,8.43,1.53,24.0,5.69,1.172004605930652,0.2688927471190251,True,False,False,False,False,False,False,False,False,False,False,False,False,False,82
8.94,4.72,8.83,1.51,24.000000000000004,10.45,0.5345412758163901,0.14449759382798147,True,False,False,True,False,False,False,False,False,False,False,False,False,False,72
7.8,6.58,7.04,2.58,24.0,10.379999999999999,0.9346589581450343,0.24855488934924,False,False,False,True,False,False,False,False,False,False,False,False,False,False,98
7.48,7.89,6.17,2.46,24.0,9.940000000000001,1.2787680261316003,0.24748488455886472,False,False,False,False,False,False,False,False,False,True,False,False,False,False,89
11.42,6.58,4.81,1.2,24.009999999999998,12.62,1.3679830835794007,0.09508715569832364,True,False,False,False,False,False,True,False,False,False,False,False,False,False,64
11.6,4.96,7.03,0.41,24.0,12.01,0.705547552553691,0.03413821530905784,False,False,False,False,True,False,False,False,False,False,False,False,False,False,69
13.24,2.63,7.1,1.04,24.009999999999998,14.280000000000001,0.37042248303908687,0.07282912655258217,True,False,False,False,True,False,False,False,False,False,False,False,False,False,61
8.43,7.49,6.46,1.62,24.0,10.05,1.1594425449779342,0.16119401381154091,False,False,False,False,False,False,False,True,False,False,False,False,False,False,100
8.43,6.43,8.61,0.53,24.0,8.959999999999999,0.746805952751922,0.059151779112524665,False,False,False,False,False,False,False,False,False,False,False,True,False,False,96
8.26,8.79,5.85,1.11,24.009999999999998,9.37,1.5025638457155819,0.11846316772004617,False,False,False,False,False,False,True,False,False,False,False,False,False,False,73
6.31,10.74,6.95,0.0,24.0,6.31,1.5453235186584864,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,88
12.83,3.03,6.85,1.29,24.0,14.120000000000001,0.4423357018488026,0.09135976690086636,False,False,False,False,False,False,False,True,False,False,False,False,False,False,72
8.32,9.36,4.76,1.57,24.009999999999998,9.89,1.9663861415155164,0.158746192240021,True,False,False,False,False,False,False,False,False,True,False,False,False,False,86
9.61,2.8,9.02,2.56,23.99,12.17,0.31042125161626927,0.21035331057080442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90
8.13,8.85,4.77,2.25,24.0,10.38,1.85534552298836,0.21676298489759296,True,False,False,False,False,False,False,False,True,False,False,False,False,False,84
8.1,5.07,8.78,2.04,23.99,10.14,0.5774486813839772,0.20118341211208954,False,False,False,False,False,False,False,False,False,False,False,False,False,True,86
8.4,8.66,5.49,1.45,24.000000000000004,9.85,1.577413191728016,0.14720810688242572,True,False,False,False,False,False,False,False,False,True,False,False,False,False,84
8.62,4.13,9.59,1.65,23.99,10.27,0.43065688939969876,0.16066210704361178,True,False,False,True,False,False,False,False,False,False,False,False,False,False,70
9.54,4.99,7.33,2.13,23.99,11.669999999999998,0.6807638907552673,0.18251926456561576,True,False,False,False,False,False,False,False,True,False,False,False,False,False,89
10.37,3.64,8.35,1.63,23.99,12.0,0.43592809150561784,0.13583332201388984,True,False,False,False,False,False,False,False,True,False,False,False,False,False,81
11.16,1.43,9.73,1.68,24.0,12.84,0.1469681246692575,0.1308411113052094,False,False,False,False,False,False,True,False,False,False,False,False,False,False,79
7.33,7.92,7.92,0.83,24.0,8.16,0.9999998737373896,0.1017156738093537,False,False,False,False,False,False,False,False,False,False,False,True,False,False,94
6.22,7.69,7.56,2.53,24.0,8.75,1.0171956326460805,0.28914282409796294,False,False,False,False,False,False,False,False,False,False,False,False,True,False,94
7.58,10.24,6.18,0.0,24.0,7.58,1.6569576606864627,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,85
8.31,7.18,8.04,0.47,24.0,8.780000000000001,0.8930347147966774,0.053530745611532385,True,False,True,False,False,False,False,False,False,False,False,False,False,False,81
10.46,5.42,7.02,1.1,24.0,11.56,0.7720796620969143,0.09515570111109853,True,False,True,False,False,False,False,False,False,False,False,False,False,False,87
6.87,5.7,10.59,0.84,24.0,7.71,0.5382435752366785,0.10894940221149128,True,False,False,False,False,False,False,False,False,False,False,False,True,False,74
9.36,5.24,7.82,1.58,24.0,10.94,0.670076640655161,0.14442411842558334,True,False,False,True,False,False,False,False,False,False,False,False,False,False,76
7.77,10.02,6.21,0.0,24.0,7.77,1.613526310221206,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,75
9.73,4.44,8.26,1.57,24.0,11.3,0.5375302012675303,0.1389380408019433,True,False,True,False,False,False,False,False,False,False,False,False,False,False,95
10.67,2.47,7.86,3.0,24.0,13.67,0.31424932388685445,0.21945865256337582,False,False,False,False,False,True,False,False,False,False,False,False,False,False,78
8.75,5.55,8.07,1.63,24.0,10.379999999999999,0.6877322567865853,0.15703274017025626,False,False,False,False,False,True,False,False,False,False,False,False,False,False,79
6.55,12.15,5.19,0.11,24.0,6.66,2.341040011360306,0.016516514036559453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98
10.77,5.76,6.36,1.1,23.990000000000002,11.87,0.9056602349590824,0.09267059033946166,True,False,False,False,True,False,False,False,False,False,False,False,False,False,71
10.24,1.99,9.75,2.03,24.01,12.27,0.20410254316896995,0.16544415929550454,True,False,False,False,False,False,False,False,True,False,False,False,False,False,74
12.07,4.43,7.29,0.21,24.0,12.280000000000001,0.6076816724716498,0.01710097580610946,False,False,False,False,False,False,False,True,False,False,False,False,False,False,69
12.16,5.47,4.98,1.39,24.0,13.55,1.0983933537362742,0.10258301825955585,False,False,False,False,False,False,False,True,False,False,False,False,False,False,82
10.27,3.61,8.19,1.93,24.0,12.2,0.44078138696197966,0.15819670834453212,False,False,False,False,False,False,True,False,False,False,False,False,False,False,88
7.27,6.6,9.55,0.58,24.0,7.85,0.6910994040733608,0.073885340906326,False,False,False,False,False,False,False,False,False,False,False,False,False,True,71
8.4,2.78,9.82,3.0,24.0,11.4,0.2830956941857745,0.2631578716528183,True,False,False,False,False,False,False,False,False,False,False,False,False,True,77
7.9,5.52,8.0,2.58,24.0,10.48,0.6899999137500108,0.24618318261610855,True,False,False,False,False,False,False,False,False,True,False,False,False,False,76
9.15,5.76,6.4,2.7,24.01,11.850000000000001,0.8999998593750219,0.22784808203813653,False,False,False,False,False,False,True,False,False,False,False,False,False,False,96
13.17,3.33,7.0,0.5,24.0,13.67,0.47571421775511175,0.036576442093895975,False,False,False,False,False,False,False,True,False,False,False,False,False,False,77
8.64,8.07,6.46,0.83,24.0,9.47,1.2492258128133418,0.08764518609871319,False,False,False,False,False,False,False,False,False,False,False,False,True,False,86
11.54,2.95,6.88,2.63,23.999999999999996,14.169999999999998,0.4287790074449117,0.18560337433991714,True,False,True,False,False,False,False,False,False,False,False,False,False,False,67
10.6,4.68,6.0,2.72,24.0,13.32,0.7799998700000216,0.20420418887355943,False,False,False,False,False,False,False,False,True,False,False,False,False,False,84
9.5,4.13,7.64,2.74,24.009999999999998,12.24,0.5405758454743658,0.22385619086142233,True,False,False,False,False,False,True,False,False,False,False,False,False,False,82
8.65,8.23,6.9,0.22,24.0,8.870000000000001,1.192753450325587,0.024802702953472044,True,False,False,False,False,False,False,False,False,False,False,False,True,False,73
9.26,6.34,8.32,0.07,23.990000000000002,9.33,0.762019139180392,0.007502678724257372,True,False,False,False,False,False,False,False,False,True,False,False,False,False,65
8.91,4.84,8.45,1.79,23.99,10.7,0.5727809973040241,0.16728970399161647,False,False,False,False,False,False,False,False,False,True,False,False,False,False,78
7.5,6.89,6.87,2.74,24.0,10.24,1.0029110621672397,0.2675780988693263,False,False,False,False,False,False,False,False,False,False,True,False,False,False,87
7.38,9.88,5.99,0.75,24.0,8.129999999999999,1.6494154174598636,0.09225091116224957,True,False,False,False,False,False,False,False,False,True,False,False,False,False,94
8.45,5.76,9.2,0.58,23.989999999999995,9.03,0.6260868884688165,0.06423033618711671,True,False,False,False,False,False,False,False,False,False,False,False,False,True,75
8.24,6.5,8.96,0.29,23.990000000000002,8.53,0.7254463476064344,0.033997651348458224,False,False,False,False,False,False,False,False,False,False,False,True,False,False,85
11.21,5.31,6.08,1.4,24.0,12.610000000000001,0.8733551195139605,0.11102298881657502,False,False,True,False,False,False,False,False,False,False,False,False,False,False,73
10.64,4.74,8.24,0.38,24.0,11.020000000000001,0.5752426486356009,0.034482755491582986,False,False,True,False,False,False,False,False,False,False,False,False,False,False,81
8.09,6.22,8.06,1.64,24.009999999999998,9.73,0.7717120630630194,0.16855085626404354,True,False,False,False,False,False,False,False,False,False,False,False,True,False,67
8.99,7.12,6.96,0.93,24.0,9.92,1.0229883587660404,0.09374999054939613,True,False,False,False,False,False,False,False,False,False,False,False,True,False,88
6.98,10.85,6.13,0.04,23.999999999999996,7.0200000000000005,1.7699833980451225,0.00569800488632409,True,False,False,False,False,True,False,False,False,False,False,False,False,False,87
5.62,11.74,6.22,0.42,24.0,6.04,1.8874595036238742,0.06953641232840856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,71
11.32,2.63,8.45,1.6,24.0,12.92,0.3112425667168561,0.12383899970286381,False,True,False,False,False,False,False,False,False,False,False,False,False,False,89
9.16,4.16,8.44,2.25,24.009999999999998,11.41,0.4928909368612635,0.19719542531153153,True,False,False,True,False,False,False,False,False,False,False,False,False,False,78
7.65,9.69,5.35,1.31,23.999999999999996,8.96,1.8112146147262402,0.1462053408252968,True,False,False,False,False,False,False,False,False,True,False,False,False,False,90
7.53,9.41,6.67,0.39,24.0,7.92,1.4107943911852487,0.04924241802494722,True,False,False,False,False,False,False,False,False,False,False,False,True,False,89
10.69,3.84,8.56,0.9,23.99,11.59,0.4485980784348039,0.07765314256659685,True,False,False,False,False,False,False,False,True,False,False,False,False,False,67
4.26,7.29,10.54,1.91,24.0,6.17,0.6916507882684263,0.3095623485312239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80
9.51,4.85,8.82,0.82,24.0,10.33,0.5498865589697779,0.07938043762048039,True,False,False,False,False,False,False,False,False,True,False,False,False,False,75
13.64,1.96,6.75,1.66,24.01,15.3,0.2903703273525441,0.10849672493485457,False,False,False,False,False,False,False,True,False,False,False,False,False,False,66
7.91,9.69,6.4,0.0,24.0,7.91,1.5140622634277712,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,79
13.62,1.0,7.38,2.0,24.0,15.62,0.1355013366529354,0.1280409649141508,False,False,False,False,True,False,False,False,False,False,False,False,False,False,76
9.37,6.63,7.33,0.67,24.0,10.04,0.9045019229874594,0.06673306108236444,True,False,False,False,False,False,True,False,False,False,False,False,False,False,73
8.64,6.65,6.99,1.71,23.990000000000002,10.350000000000001,0.9513589483034409,0.1652173753413164,False,False,False,False,False,False,False,False,False,False,False,True,False,False,92
7.39,7.52,7.53,1.56,24.0,8.95,0.9986718461259168,0.17430165650260826,False,False,False,False,False,False,False,False,False,False,False,False,True,False,72
11.73,1.26,8.01,3.0,24.0,14.73,0.15730335114814595,0.20366597395343014,False,False,False,False,False,False,True,False,False,False,False,False,False,False,81
7.55,9.87,6.41,0.18,24.009999999999998,7.7299999999999995,1.539781351048151,0.023285896082031556,False,False,False,True,False,False,False,False,False,False,False,False,False,False,98
8.49,5.32,8.58,1.61,24.0,10.1,0.6200465477801227,0.1594059248112946,True,False,False,False,False,False,False,False,False,True,False,False,False,False,82
12.55,1.59,9.38,0.48,24.000000000000004,13.030000000000001,0.16950957681134576,0.036838063174361994,False,False,False,False,False,False,False,True,False,False,False,False,False,False,73
10.88,1.92,9.27,1.93,24.0,12.81,0.20711971875731192,0.15066353234476718,False,False,False,False,False,False,False,True,False,False,False,False,False,False,72
7.37,9.56,6.68,0.39,24.0,7.76,1.431137510308756,0.050257725482251873,False,False,False,False,False,False,False,False,False,False,True,False,False,False,97
9.24,9.78,4.98,0.0,24.0,9.24,1.9638550273383475,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,66
12.57,4.31,6.53,0.59,24.0,13.16,0.6600305267947125,0.04483282334097087,True,False,False,False,True,False,False,False,False,False,False,False,False,False,78
6.19,8.88,8.16,0.78,24.01,6.970000000000001,1.0882351607554952,0.11190816184961809,False,False,False,False,False,False,False,False,False,False,True,False,False,False,90
7.54,3.69,9.77,3.0,24.0,10.54,0.3776867576574455,0.2846299540199285,False,True,False,False,False,False,False,False,False,False,False,False,False,False,79
8.68,7.54,7.78,0.0,24.0,8.68,0.9691515463815492,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,86
8.97,9.61,5.06,0.35,23.99,9.32,1.899209110828239,0.03755364403930858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72
9.97,4.84,8.27,0.92,24.0,10.89,0.585247813150204,0.08448116763258333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,68
7.59,9.2,5.41,1.8,24.0,9.39,1.700554214315302,0.1916932703202055,False,False,False,False,False,True,False,False,False,False,False,False,False,False,75
7.83,3.97,9.2,3.0,24.0,10.83,0.4315216922259031,0.2770082846714419,True,False,False,False,False,False,False,False,False,False,False,False,True,False,92
9.42,5.7,8.54,0.34,24.0,9.76,0.667447228636156,0.03483606200450185,False,False,False,False,False,False,False,False,False,False,False,True,False,False,74
8.17,5.65,8.62,1.56,23.999999999999996,9.73,0.6554523601563389,0.16032886327555362,False,False,True,False,False,False,False,False,False,False,False,False,False,False,82
10.51,4.09,8.43,0.97,24.0,11.48,0.4851719471919399,0.0844947661589925,False,False,False,False,False,False,False,True,False,False,False,False,False,False,83
9.38,7.59,7.03,0.0,24.0,9.38,1.079658452395668,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,74
9.26,6.13,7.2,1.41,24.0,10.67,0.8513887706404485,0.13214619192631755,False,True,False,False,False,False,False,False,False,False,False,False,False,False,67
7.72,3.86,9.48,2.94,24.000000000000004,10.66,0.40717295282985727,0.27579734748617757,True,False,False,False,False,False,False,False,False,True,False,False,False,False,77
11.87,1.33,7.8,3.0,24.0,14.87,0.1705127986522053,0.2017484733188653,False,True,False,False,False,False,False,False,False,False,False,False,False,False,75
8.17,5.09,9.55,1.19,24.000000000000004,9.36,0.5329842373838495,0.12713673855376725,True,False,False,False,False,False,False,False,False,False,False,False,True,False,73
7.42,8.45,7.64,0.48,23.99,7.9,1.1060207976412568,0.06075948597981189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100
9.31,4.09,8.14,2.47,24.009999999999998,11.780000000000001,0.5024569407301056,0.20967740155539885,True,False,False,False,False,False,False,False,False,False,True,False,False,False,75
6.43,6.47,8.1,3.0,24.0,9.43,0.7987653334857614,0.31813358238244094,True,True,False,False,False,False,False,False,False,False,False,False,False,False,99
6.64,8.68,6.72,1.95,23.99,8.59,1.2916664744543938,0.2270081225834549,True,False,False,False,False,False,False,False,False,False,False,False,True,False,73
8.1,7.84,6.71,1.35,24.0,9.45,1.168405190997736,0.14285712773998652,False,False,False,False,False,False,True,False,False,False,False,False,False,False,96
7.39,7.91,6.32,2.38,24.0,9.77,1.2515820804458733,0.24360284098230903,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80
9.44,5.98,8.58,0.0,24.0,9.44,0.6969696157378071,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,71
11.92,1.91,7.17,3.0,24.0,14.92,0.26638768948567787,0.20107237258228067,False,False,False,False,False,False,False,False,True,False,False,False,False,False,84
5.05,9.36,7.38,2.21,24.0,7.26,1.2682925110714753,0.30440767156919124,True,False,False,False,False,True,False,False,False,False,False,False,False,False,100
8.14,4.64,10.0,1.21,23.990000000000002,9.350000000000001,0.4639999536000046,0.12941175086505338,False,False,False,False,False,False,False,False,False,False,False,False,False,True,76
7.34,5.88,8.13,2.65,24.0,9.99,0.7232471435120365,0.2652652387121883,False,False,False,False,False,False,False,False,False,False,False,False,False,True,89
10.26,6.29,7.19,0.26,24.000000000000004,10.52,0.8748260257543774,0.024714826548020295,False,False,False,False,False,False,False,False,True,False,False,False,False,False,71
11.56,4.56,6.07,1.8,23.990000000000002,13.360000000000001,0.7512354610814725,0.13473052883753525,False,False,True,False,False,False,False,False,False,False,False,False,False,False,77
9.75,3.64,8.41,2.19,23.990000000000002,11.94,0.43281802225707233,0.18341707006557204,False,False,False,False,False,False,True,False,False,False,False,False,False,False,84
6.88,9.75,5.79,1.59,24.009999999999998,8.47,1.683937532998699,0.18772134737646431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81
8.29,4.85,10.1,0.76,24.0,9.049999999999999,0.4801979722576265,0.0839778912731612,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70
8.69,7.66,5.23,2.42,24.0,11.11,1.4646268710082464,0.21782176257229863,True,False,False,False,False,False,False,False,False,False,False,True,False,False,61
9.56,5.98,7.36,1.1,24.000000000000004,10.66,0.8124998896059933,0.10318948375333174,True,False,False,False,False,False,False,False,False,False,False,True,False,False,72
8.66,10.75,3.58,1.02,24.01,9.68,3.0027924573205427,0.10537188994092048,True,False,False,True,False,False,False,False,False,False,False,False,False,False,80
8.11,5.56,8.61,1.72,23.999999999999996,9.83,0.64576066832048,0.17497454984999494,False,False,False,False,False,False,False,False,False,False,False,False,True,False,90
11.92,2.61,8.36,1.1,23.990000000000002,13.02,0.31220091959319146,0.08448540057715818,True,True,False,False,False,False,False,False,False,False,False,False,False,False,73
11.36,3.82,8.2,0.63,24.009999999999998,11.99,0.4658536017251706,0.052543782106440194,True,False,False,False,False,False,False,True,False,False,False,False,False,False,75
7.38,5.57,9.02,2.03,24.0,9.41,0.6175165612509357,0.21572792606504504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89
10.09,6.28,6.69,0.94,24.000000000000004,11.03,0.9387143589365682,0.08522211376046114,True,False,False,False,True,False,False,False,False,False,False,False,False,False,74
5.23,12.31,6.11,0.36,24.009999999999998,5.590000000000001,2.0147296211571812,0.06440070404280786,True,False,False,False,False,False,False,False,False,False,False,False,False,False,79
7.47,5.72,8.67,2.15,24.009999999999998,9.62,0.659746175346462,0.2234927002606341,False,False,False,False,False,False,False,False,False,True,False,False,False,False,100
7.2,8.2,8.6,0.0,24.0,7.2,0.9534882612222952,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,73
